"","Request.id","Pickup.point","Driver.id","Status","Request.timestamp","Drop.timestamp","Request.date","Request.day","Request.time","Request.hour","Drop.time","Drop.hour","Approx.travel.time","Request.time_slot"
"5693",4283,"City",NA,"No Cars Available",2016-07-14 06:31:00,NA,"2016/07/14","Thursday","06:31",6,NA,NA,NA,"Late overnight"
"5694",4289,"City",NA,"No Cars Available",2016-07-14 06:35:00,NA,"2016/07/14","Thursday","06:35",6,NA,NA,NA,"Late overnight"
"5695",4291,"City",NA,"No Cars Available",2016-07-14 06:40:00,NA,"2016/07/14","Thursday","06:40",6,NA,NA,NA,"Late overnight"
"5696",4292,"City",NA,"No Cars Available",2016-07-14 06:42:00,NA,"2016/07/14","Thursday","06:42",6,NA,NA,NA,"Late overnight"
"5697",4295,"City",NA,"No Cars Available",2016-07-14 06:42:00,NA,"2016/07/14","Thursday","06:42",6,NA,NA,NA,"Late overnight"
"5698",4306,"City",NA,"No Cars Available",2016-07-14 06:49:00,NA,"2016/07/14","Thursday","06:49",6,NA,NA,NA,"Late overnight"
"5699",4309,"Airport",NA,"No Cars Available",2016-07-14 06:50:00,NA,"2016/07/14","Thursday","06:50",6,NA,NA,NA,"Late overnight"
"5700",4317,"City",NA,"No Cars Available",2016-07-14 06:51:00,NA,"2016/07/14","Thursday","06:51",6,NA,NA,NA,"Late overnight"
"5701",4318,"City",NA,"No Cars Available",2016-07-14 06:51:00,NA,"2016/07/14","Thursday","06:51",6,NA,NA,NA,"Late overnight"
"5702",4307,"City",NA,"No Cars Available",2016-07-14 06:56:00,NA,"2016/07/14","Thursday","06:56",6,NA,NA,NA,"Late overnight"
"5703",4320,"City",NA,"No Cars Available",2016-07-14 07:02:00,NA,"2016/07/14","Thursday","07:02",7,NA,NA,NA,"Early morning"
"5704",4324,"City",NA,"No Cars Available",2016-07-14 07:04:00,NA,"2016/07/14","Thursday","07:04",7,NA,NA,NA,"Early morning"
"5705",4333,"City",NA,"No Cars Available",2016-07-14 07:13:00,NA,"2016/07/14","Thursday","07:13",7,NA,NA,NA,"Early morning"
"5706",4344,"City",NA,"No Cars Available",2016-07-14 07:15:00,NA,"2016/07/14","Thursday","07:15",7,NA,NA,NA,"Early morning"
"5707",4334,"City",NA,"No Cars Available",2016-07-14 07:18:00,NA,"2016/07/14","Thursday","07:18",7,NA,NA,NA,"Early morning"
"5708",4347,"City",NA,"No Cars Available",2016-07-14 07:18:00,NA,"2016/07/14","Thursday","07:18",7,NA,NA,NA,"Early morning"
"5709",4352,"City",NA,"No Cars Available",2016-07-14 07:21:00,NA,"2016/07/14","Thursday","07:21",7,NA,NA,NA,"Early morning"
"5710",4348,"City",NA,"No Cars Available",2016-07-14 07:23:00,NA,"2016/07/14","Thursday","07:23",7,NA,NA,NA,"Early morning"
"5711",4353,"City",NA,"No Cars Available",2016-07-14 07:24:00,NA,"2016/07/14","Thursday","07:24",7,NA,NA,NA,"Early morning"
"5712",4362,"City",NA,"No Cars Available",2016-07-14 07:30:00,NA,"2016/07/14","Thursday","07:30",7,NA,NA,NA,"Early morning"
"5713",4367,"City",NA,"No Cars Available",2016-07-14 07:35:00,NA,"2016/07/14","Thursday","07:35",7,NA,NA,NA,"Early morning"
"5714",4373,"City",NA,"No Cars Available",2016-07-14 07:39:00,NA,"2016/07/14","Thursday","07:39",7,NA,NA,NA,"Early morning"
"5715",4382,"City",NA,"No Cars Available",2016-07-14 07:48:00,NA,"2016/07/14","Thursday","07:48",7,NA,NA,NA,"Early morning"
"5716",4393,"City",NA,"No Cars Available",2016-07-14 07:54:00,NA,"2016/07/14","Thursday","07:54",7,NA,NA,NA,"Early morning"
"5717",4394,"City",NA,"No Cars Available",2016-07-14 08:00:00,NA,"2016/07/14","Thursday","08:00",8,NA,NA,NA,"Early morning"
"5718",4405,"City",NA,"No Cars Available",2016-07-14 08:01:00,NA,"2016/07/14","Thursday","08:01",8,NA,NA,NA,"Early morning"
"5719",4407,"City",NA,"No Cars Available",2016-07-14 08:08:00,NA,"2016/07/14","Thursday","08:08",8,NA,NA,NA,"Early morning"
"5720",4412,"City",NA,"No Cars Available",2016-07-14 08:11:00,NA,"2016/07/14","Thursday","08:11",8,NA,NA,NA,"Early morning"
"5721",4424,"City",NA,"No Cars Available",2016-07-14 08:17:00,NA,"2016/07/14","Thursday","08:17",8,NA,NA,NA,"Early morning"
"5722",4437,"City",NA,"No Cars Available",2016-07-14 08:24:00,NA,"2016/07/14","Thursday","08:24",8,NA,NA,NA,"Early morning"
"5723",4436,"City",NA,"No Cars Available",2016-07-14 08:24:00,NA,"2016/07/14","Thursday","08:24",8,NA,NA,NA,"Early morning"
"5724",4432,"City",NA,"No Cars Available",2016-07-14 08:24:00,NA,"2016/07/14","Thursday","08:24",8,NA,NA,NA,"Early morning"
"5725",4429,"City",NA,"No Cars Available",2016-07-14 08:25:00,NA,"2016/07/14","Thursday","08:25",8,NA,NA,NA,"Early morning"
"5726",4449,"City",NA,"No Cars Available",2016-07-14 08:29:00,NA,"2016/07/14","Thursday","08:29",8,NA,NA,NA,"Early morning"
"5727",4453,"City",NA,"No Cars Available",2016-07-14 08:36:00,NA,"2016/07/14","Thursday","08:36",8,NA,NA,NA,"Early morning"
"5728",4460,"City",NA,"No Cars Available",2016-07-14 08:36:00,NA,"2016/07/14","Thursday","08:36",8,NA,NA,NA,"Early morning"
"5729",4474,"City",NA,"No Cars Available",2016-07-14 08:43:00,NA,"2016/07/14","Thursday","08:43",8,NA,NA,NA,"Early morning"
"5730",4466,"City",NA,"No Cars Available",2016-07-14 08:46:00,NA,"2016/07/14","Thursday","08:46",8,NA,NA,NA,"Early morning"
"5731",4473,"City",NA,"No Cars Available",2016-07-14 08:48:00,NA,"2016/07/14","Thursday","08:48",8,NA,NA,NA,"Early morning"
"5732",4477,"City",NA,"No Cars Available",2016-07-14 08:51:00,NA,"2016/07/14","Thursday","08:51",8,NA,NA,NA,"Early morning"
"5733",4493,"City",NA,"No Cars Available",2016-07-14 08:52:00,NA,"2016/07/14","Thursday","08:52",8,NA,NA,NA,"Early morning"
"5734",4494,"City",NA,"No Cars Available",2016-07-14 08:58:00,NA,"2016/07/14","Thursday","08:58",8,NA,NA,NA,"Early morning"
"5735",4490,"City",NA,"No Cars Available",2016-07-14 09:00:00,NA,"2016/07/14","Thursday","09:00",9,NA,NA,NA,"Mid morning"
"5736",4508,"City",NA,"No Cars Available",2016-07-14 09:05:00,NA,"2016/07/14","Thursday","09:05",9,NA,NA,NA,"Mid morning"
"5737",4495,"City",NA,"No Cars Available",2016-07-14 09:06:00,NA,"2016/07/14","Thursday","09:06",9,NA,NA,NA,"Mid morning"
"5738",4513,"City",NA,"No Cars Available",2016-07-14 09:06:00,NA,"2016/07/14","Thursday","09:06",9,NA,NA,NA,"Mid morning"
"5739",4502,"City",NA,"No Cars Available",2016-07-14 09:07:00,NA,"2016/07/14","Thursday","09:07",9,NA,NA,NA,"Mid morning"
"5740",4528,"City",NA,"No Cars Available",2016-07-14 09:27:00,NA,"2016/07/14","Thursday","09:27",9,NA,NA,NA,"Mid morning"
"5741",4526,"City",NA,"No Cars Available",2016-07-14 09:28:00,NA,"2016/07/14","Thursday","09:28",9,NA,NA,NA,"Mid morning"
"5742",4522,"Airport",NA,"No Cars Available",2016-07-14 09:28:00,NA,"2016/07/14","Thursday","09:28",9,NA,NA,NA,"Mid morning"
"5743",4537,"City",NA,"No Cars Available",2016-07-14 09:36:00,NA,"2016/07/14","Thursday","09:36",9,NA,NA,NA,"Mid morning"
"5744",4541,"City",NA,"No Cars Available",2016-07-14 09:37:00,NA,"2016/07/14","Thursday","09:37",9,NA,NA,NA,"Mid morning"
"5745",4550,"City",NA,"No Cars Available",2016-07-14 09:38:00,NA,"2016/07/14","Thursday","09:38",9,NA,NA,NA,"Mid morning"
"5746",4554,"City",NA,"No Cars Available",2016-07-14 09:42:00,NA,"2016/07/14","Thursday","09:42",9,NA,NA,NA,"Mid morning"
"5747",4551,"City",NA,"No Cars Available",2016-07-14 09:42:00,NA,"2016/07/14","Thursday","09:42",9,NA,NA,NA,"Mid morning"
"5748",4553,"Airport",NA,"No Cars Available",2016-07-14 09:43:00,NA,"2016/07/14","Thursday","09:43",9,NA,NA,NA,"Mid morning"
"5749",4565,"City",NA,"No Cars Available",2016-07-14 09:45:00,NA,"2016/07/14","Thursday","09:45",9,NA,NA,NA,"Mid morning"
"5750",4549,"Airport",NA,"No Cars Available",2016-07-14 09:46:00,NA,"2016/07/14","Thursday","09:46",9,NA,NA,NA,"Mid morning"
"5751",4548,"City",NA,"No Cars Available",2016-07-14 09:46:00,NA,"2016/07/14","Thursday","09:46",9,NA,NA,NA,"Mid morning"
"5752",4555,"City",NA,"No Cars Available",2016-07-14 09:46:00,NA,"2016/07/14","Thursday","09:46",9,NA,NA,NA,"Mid morning"
"5753",4559,"City",NA,"No Cars Available",2016-07-14 09:49:00,NA,"2016/07/14","Thursday","09:49",9,NA,NA,NA,"Mid morning"
"5754",4564,"City",NA,"No Cars Available",2016-07-14 09:52:00,NA,"2016/07/14","Thursday","09:52",9,NA,NA,NA,"Mid morning"
"5755",4587,"City",NA,"No Cars Available",2016-07-14 09:59:00,NA,"2016/07/14","Thursday","09:59",9,NA,NA,NA,"Mid morning"
"5756",4584,"City",NA,"No Cars Available",2016-07-14 10:00:00,NA,"2016/07/14","Thursday","10:00",10,NA,NA,NA,"Mid morning"
"5757",4585,"City",NA,"No Cars Available",2016-07-14 10:00:00,NA,"2016/07/14","Thursday","10:00",10,NA,NA,NA,"Mid morning"
"5758",4583,"City",NA,"No Cars Available",2016-07-14 10:01:00,NA,"2016/07/14","Thursday","10:01",10,NA,NA,NA,"Mid morning"
"5759",4582,"City",NA,"No Cars Available",2016-07-14 10:03:00,NA,"2016/07/14","Thursday","10:03",10,NA,NA,NA,"Mid morning"
"5760",4589,"City",NA,"No Cars Available",2016-07-14 10:06:00,NA,"2016/07/14","Thursday","10:06",10,NA,NA,NA,"Mid morning"
"5761",4596,"City",NA,"No Cars Available",2016-07-14 10:07:00,NA,"2016/07/14","Thursday","10:07",10,NA,NA,NA,"Mid morning"
"5762",4595,"City",NA,"No Cars Available",2016-07-14 10:07:00,NA,"2016/07/14","Thursday","10:07",10,NA,NA,NA,"Mid morning"
"5763",4591,"City",NA,"No Cars Available",2016-07-14 10:08:00,NA,"2016/07/14","Thursday","10:08",10,NA,NA,NA,"Mid morning"
"5764",4597,"City",NA,"No Cars Available",2016-07-14 10:08:00,NA,"2016/07/14","Thursday","10:08",10,NA,NA,NA,"Mid morning"
"5765",4598,"City",NA,"No Cars Available",2016-07-14 10:12:00,NA,"2016/07/14","Thursday","10:12",10,NA,NA,NA,"Mid morning"
"5766",4590,"City",NA,"No Cars Available",2016-07-14 10:13:00,NA,"2016/07/14","Thursday","10:13",10,NA,NA,NA,"Mid morning"
"5767",4606,"Airport",NA,"No Cars Available",2016-07-14 10:19:00,NA,"2016/07/14","Thursday","10:19",10,NA,NA,NA,"Mid morning"
"5768",4608,"Airport",NA,"No Cars Available",2016-07-14 10:23:00,NA,"2016/07/14","Thursday","10:23",10,NA,NA,NA,"Mid morning"
"5769",4604,"City",NA,"No Cars Available",2016-07-14 10:25:00,NA,"2016/07/14","Thursday","10:25",10,NA,NA,NA,"Mid morning"
"5770",4613,"City",NA,"No Cars Available",2016-07-14 10:43:00,NA,"2016/07/14","Thursday","10:43",10,NA,NA,NA,"Mid morning"
"5771",4616,"City",NA,"No Cars Available",2016-07-14 10:55:00,NA,"2016/07/14","Thursday","10:55",10,NA,NA,NA,"Mid morning"
"5772",4622,"Airport",NA,"No Cars Available",2016-07-14 11:00:00,NA,"2016/07/14","Thursday","11:00",11,NA,NA,NA,"Late morning"
"5773",4617,"City",NA,"No Cars Available",2016-07-14 11:02:00,NA,"2016/07/14","Thursday","11:02",11,NA,NA,NA,"Late morning"
"5774",4619,"Airport",NA,"No Cars Available",2016-07-14 11:04:00,NA,"2016/07/14","Thursday","11:04",11,NA,NA,NA,"Late morning"
"5775",4629,"City",NA,"No Cars Available",2016-07-14 11:11:00,NA,"2016/07/14","Thursday","11:11",11,NA,NA,NA,"Late morning"
"5776",4633,"City",NA,"No Cars Available",2016-07-14 11:21:00,NA,"2016/07/14","Thursday","11:21",11,NA,NA,NA,"Late morning"
"5777",4634,"City",NA,"No Cars Available",2016-07-14 11:30:00,NA,"2016/07/14","Thursday","11:30",11,NA,NA,NA,"Late morning"
"5778",4636,"City",NA,"No Cars Available",2016-07-14 11:32:00,NA,"2016/07/14","Thursday","11:32",11,NA,NA,NA,"Late morning"
"5779",4640,"Airport",NA,"No Cars Available",2016-07-14 11:39:00,NA,"2016/07/14","Thursday","11:39",11,NA,NA,NA,"Late morning"
"5780",4647,"City",NA,"No Cars Available",2016-07-14 11:50:00,NA,"2016/07/14","Thursday","11:50",11,NA,NA,NA,"Late morning"
"5781",4650,"Airport",NA,"No Cars Available",2016-07-14 11:58:00,NA,"2016/07/14","Thursday","11:58",11,NA,NA,NA,"Late morning"
"5782",4662,"Airport",NA,"No Cars Available",2016-07-14 12:13:00,NA,"2016/07/14","Thursday","12:13",12,NA,NA,NA,"Late morning"
"5783",4660,"City",NA,"No Cars Available",2016-07-14 12:13:00,NA,"2016/07/14","Thursday","12:13",12,NA,NA,NA,"Late morning"
"5784",4666,"Airport",NA,"No Cars Available",2016-07-14 12:26:00,NA,"2016/07/14","Thursday","12:26",12,NA,NA,NA,"Late morning"
"5785",4670,"Airport",NA,"No Cars Available",2016-07-14 12:36:00,NA,"2016/07/14","Thursday","12:36",12,NA,NA,NA,"Late morning"
"5786",4675,"City",NA,"No Cars Available",2016-07-14 12:39:00,NA,"2016/07/14","Thursday","12:39",12,NA,NA,NA,"Late morning"
"5787",4676,"Airport",NA,"No Cars Available",2016-07-14 12:44:00,NA,"2016/07/14","Thursday","12:44",12,NA,NA,NA,"Late morning"
"5788",4682,"Airport",NA,"No Cars Available",2016-07-14 12:49:00,NA,"2016/07/14","Thursday","12:49",12,NA,NA,NA,"Late morning"
"5789",4678,"City",NA,"No Cars Available",2016-07-14 12:49:00,NA,"2016/07/14","Thursday","12:49",12,NA,NA,NA,"Late morning"
"5790",4688,"Airport",NA,"No Cars Available",2016-07-14 13:03:00,NA,"2016/07/14","Thursday","13:03",13,NA,NA,NA,"Early afternoon"
"5791",4692,"City",NA,"No Cars Available",2016-07-14 13:04:00,NA,"2016/07/14","Thursday","13:04",13,NA,NA,NA,"Early afternoon"
"5792",4689,"City",NA,"No Cars Available",2016-07-14 13:09:00,NA,"2016/07/14","Thursday","13:09",13,NA,NA,NA,"Early afternoon"
"5793",4697,"City",NA,"No Cars Available",2016-07-14 13:12:00,NA,"2016/07/14","Thursday","13:12",13,NA,NA,NA,"Early afternoon"
"5794",4705,"Airport",NA,"No Cars Available",2016-07-14 13:13:00,NA,"2016/07/14","Thursday","13:13",13,NA,NA,NA,"Early afternoon"
"5795",4707,"City",NA,"No Cars Available",2016-07-14 13:13:00,NA,"2016/07/14","Thursday","13:13",13,NA,NA,NA,"Early afternoon"
"5796",4704,"City",NA,"No Cars Available",2016-07-14 13:16:00,NA,"2016/07/14","Thursday","13:16",13,NA,NA,NA,"Early afternoon"
"5797",4708,"City",NA,"No Cars Available",2016-07-14 13:18:00,NA,"2016/07/14","Thursday","13:18",13,NA,NA,NA,"Early afternoon"
"5798",4703,"Airport",NA,"No Cars Available",2016-07-14 13:18:00,NA,"2016/07/14","Thursday","13:18",13,NA,NA,NA,"Early afternoon"
"5799",4725,"Airport",NA,"No Cars Available",2016-07-14 13:56:00,NA,"2016/07/14","Thursday","13:56",13,NA,NA,NA,"Early afternoon"
"5800",4734,"Airport",NA,"No Cars Available",2016-07-14 14:37:00,NA,"2016/07/14","Thursday","14:37",14,NA,NA,NA,"Early afternoon"
"5801",4742,"Airport",NA,"No Cars Available",2016-07-14 15:00:00,NA,"2016/07/14","Thursday","15:00",15,NA,NA,NA,"Mid afternoon"
"5802",4744,"Airport",NA,"No Cars Available",2016-07-14 15:03:00,NA,"2016/07/14","Thursday","15:03",15,NA,NA,NA,"Mid afternoon"
"5803",4746,"City",NA,"No Cars Available",2016-07-14 15:10:00,NA,"2016/07/14","Thursday","15:10",15,NA,NA,NA,"Mid afternoon"
"5804",4749,"Airport",NA,"No Cars Available",2016-07-14 15:11:00,NA,"2016/07/14","Thursday","15:11",15,NA,NA,NA,"Mid afternoon"
"5805",4764,"City",NA,"No Cars Available",2016-07-14 15:30:00,NA,"2016/07/14","Thursday","15:30",15,NA,NA,NA,"Mid afternoon"
"5806",4763,"City",NA,"No Cars Available",2016-07-14 15:33:00,NA,"2016/07/14","Thursday","15:33",15,NA,NA,NA,"Mid afternoon"
"5807",4772,"City",NA,"No Cars Available",2016-07-14 15:55:00,NA,"2016/07/14","Thursday","15:55",15,NA,NA,NA,"Mid afternoon"
"5808",4778,"City",NA,"No Cars Available",2016-07-14 16:21:00,NA,"2016/07/14","Thursday","16:21",16,NA,NA,NA,"Mid afternoon"
"5809",4781,"Airport",NA,"No Cars Available",2016-07-14 16:29:00,NA,"2016/07/14","Thursday","16:29",16,NA,NA,NA,"Mid afternoon"
"5810",4782,"Airport",NA,"No Cars Available",2016-07-14 16:33:00,NA,"2016/07/14","Thursday","16:33",16,NA,NA,NA,"Mid afternoon"
"5811",4785,"City",NA,"No Cars Available",2016-07-14 16:42:00,NA,"2016/07/14","Thursday","16:42",16,NA,NA,NA,"Mid afternoon"
"5812",4789,"City",NA,"No Cars Available",2016-07-14 16:44:00,NA,"2016/07/14","Thursday","16:44",16,NA,NA,NA,"Mid afternoon"
"5813",4793,"City",NA,"No Cars Available",2016-07-14 16:47:00,NA,"2016/07/14","Thursday","16:47",16,NA,NA,NA,"Mid afternoon"
"5814",4794,"City",NA,"No Cars Available",2016-07-14 16:55:00,NA,"2016/07/14","Thursday","16:55",16,NA,NA,NA,"Mid afternoon"
"5815",4804,"City",NA,"No Cars Available",2016-07-14 17:02:00,NA,"2016/07/14","Thursday","17:02",17,NA,NA,NA,"Late afternoon"
"5816",4806,"City",NA,"No Cars Available",2016-07-14 17:06:00,NA,"2016/07/14","Thursday","17:06",17,NA,NA,NA,"Late afternoon"
"5817",4808,"Airport",NA,"No Cars Available",2016-07-14 17:14:00,NA,"2016/07/14","Thursday","17:14",17,NA,NA,NA,"Late afternoon"
"5818",4809,"Airport",NA,"No Cars Available",2016-07-14 17:14:00,NA,"2016/07/14","Thursday","17:14",17,NA,NA,NA,"Late afternoon"
"5819",4816,"Airport",NA,"No Cars Available",2016-07-14 17:14:00,NA,"2016/07/14","Thursday","17:14",17,NA,NA,NA,"Late afternoon"
"5820",4807,"Airport",NA,"No Cars Available",2016-07-14 17:15:00,NA,"2016/07/14","Thursday","17:15",17,NA,NA,NA,"Late afternoon"
"5821",4817,"Airport",NA,"No Cars Available",2016-07-14 17:17:00,NA,"2016/07/14","Thursday","17:17",17,NA,NA,NA,"Late afternoon"
"5822",4819,"Airport",NA,"No Cars Available",2016-07-14 17:18:00,NA,"2016/07/14","Thursday","17:18",17,NA,NA,NA,"Late afternoon"
"5823",4811,"Airport",NA,"No Cars Available",2016-07-14 17:18:00,NA,"2016/07/14","Thursday","17:18",17,NA,NA,NA,"Late afternoon"
"5824",4818,"Airport",NA,"No Cars Available",2016-07-14 17:20:00,NA,"2016/07/14","Thursday","17:20",17,NA,NA,NA,"Late afternoon"
"5825",4836,"Airport",NA,"No Cars Available",2016-07-14 17:21:00,NA,"2016/07/14","Thursday","17:21",17,NA,NA,NA,"Late afternoon"
"5826",4821,"Airport",NA,"No Cars Available",2016-07-14 17:21:00,NA,"2016/07/14","Thursday","17:21",17,NA,NA,NA,"Late afternoon"
"5827",4826,"Airport",NA,"No Cars Available",2016-07-14 17:24:00,NA,"2016/07/14","Thursday","17:24",17,NA,NA,NA,"Late afternoon"
"5828",4824,"Airport",NA,"No Cars Available",2016-07-14 17:24:00,NA,"2016/07/14","Thursday","17:24",17,NA,NA,NA,"Late afternoon"
"5829",4820,"Airport",NA,"No Cars Available",2016-07-14 17:25:00,NA,"2016/07/14","Thursday","17:25",17,NA,NA,NA,"Late afternoon"
"5830",4827,"Airport",NA,"No Cars Available",2016-07-14 17:25:00,NA,"2016/07/14","Thursday","17:25",17,NA,NA,NA,"Late afternoon"
"5831",4832,"Airport",NA,"No Cars Available",2016-07-14 17:26:00,NA,"2016/07/14","Thursday","17:26",17,NA,NA,NA,"Late afternoon"
"5832",4838,"Airport",NA,"No Cars Available",2016-07-14 17:27:00,NA,"2016/07/14","Thursday","17:27",17,NA,NA,NA,"Late afternoon"
"5833",4840,"Airport",NA,"No Cars Available",2016-07-14 17:27:00,NA,"2016/07/14","Thursday","17:27",17,NA,NA,NA,"Late afternoon"
"5834",4835,"Airport",NA,"No Cars Available",2016-07-14 17:27:00,NA,"2016/07/14","Thursday","17:27",17,NA,NA,NA,"Late afternoon"
"5835",4841,"Airport",NA,"No Cars Available",2016-07-14 17:27:00,NA,"2016/07/14","Thursday","17:27",17,NA,NA,NA,"Late afternoon"
"5836",4843,"Airport",NA,"No Cars Available",2016-07-14 17:28:00,NA,"2016/07/14","Thursday","17:28",17,NA,NA,NA,"Late afternoon"
"5837",4839,"Airport",NA,"No Cars Available",2016-07-14 17:28:00,NA,"2016/07/14","Thursday","17:28",17,NA,NA,NA,"Late afternoon"
"5838",4844,"Airport",NA,"No Cars Available",2016-07-14 17:30:00,NA,"2016/07/14","Thursday","17:30",17,NA,NA,NA,"Late afternoon"
"5839",4833,"Airport",NA,"No Cars Available",2016-07-14 17:30:00,NA,"2016/07/14","Thursday","17:30",17,NA,NA,NA,"Late afternoon"
"5840",4837,"Airport",NA,"No Cars Available",2016-07-14 17:30:00,NA,"2016/07/14","Thursday","17:30",17,NA,NA,NA,"Late afternoon"
"5841",4853,"Airport",NA,"No Cars Available",2016-07-14 17:33:00,NA,"2016/07/14","Thursday","17:33",17,NA,NA,NA,"Late afternoon"
"5842",4852,"City",NA,"No Cars Available",2016-07-14 17:34:00,NA,"2016/07/14","Thursday","17:34",17,NA,NA,NA,"Late afternoon"
"5843",4856,"Airport",NA,"No Cars Available",2016-07-14 17:34:00,NA,"2016/07/14","Thursday","17:34",17,NA,NA,NA,"Late afternoon"
"5844",4855,"Airport",NA,"No Cars Available",2016-07-14 17:34:00,NA,"2016/07/14","Thursday","17:34",17,NA,NA,NA,"Late afternoon"
"5845",4861,"Airport",NA,"No Cars Available",2016-07-14 17:34:00,NA,"2016/07/14","Thursday","17:34",17,NA,NA,NA,"Late afternoon"
"5846",4846,"Airport",NA,"No Cars Available",2016-07-14 17:35:00,NA,"2016/07/14","Thursday","17:35",17,NA,NA,NA,"Late afternoon"
"5847",4864,"Airport",NA,"No Cars Available",2016-07-14 17:35:00,NA,"2016/07/14","Thursday","17:35",17,NA,NA,NA,"Late afternoon"
"5848",4842,"Airport",NA,"No Cars Available",2016-07-14 17:36:00,NA,"2016/07/14","Thursday","17:36",17,NA,NA,NA,"Late afternoon"
"5849",4851,"Airport",NA,"No Cars Available",2016-07-14 17:36:00,NA,"2016/07/14","Thursday","17:36",17,NA,NA,NA,"Late afternoon"
"5850",4845,"Airport",NA,"No Cars Available",2016-07-14 17:37:00,NA,"2016/07/14","Thursday","17:37",17,NA,NA,NA,"Late afternoon"
"5851",4860,"Airport",NA,"No Cars Available",2016-07-14 17:38:00,NA,"2016/07/14","Thursday","17:38",17,NA,NA,NA,"Late afternoon"
"5852",4871,"Airport",NA,"No Cars Available",2016-07-14 17:43:00,NA,"2016/07/14","Thursday","17:43",17,NA,NA,NA,"Late afternoon"
"5853",4870,"Airport",NA,"No Cars Available",2016-07-14 17:43:00,NA,"2016/07/14","Thursday","17:43",17,NA,NA,NA,"Late afternoon"
"5854",4873,"Airport",NA,"No Cars Available",2016-07-14 17:44:00,NA,"2016/07/14","Thursday","17:44",17,NA,NA,NA,"Late afternoon"
"5855",4868,"Airport",NA,"No Cars Available",2016-07-14 17:44:00,NA,"2016/07/14","Thursday","17:44",17,NA,NA,NA,"Late afternoon"
"5856",4874,"Airport",NA,"No Cars Available",2016-07-14 17:47:00,NA,"2016/07/14","Thursday","17:47",17,NA,NA,NA,"Late afternoon"
"5857",4867,"Airport",NA,"No Cars Available",2016-07-14 17:47:00,NA,"2016/07/14","Thursday","17:47",17,NA,NA,NA,"Late afternoon"
"5858",4878,"Airport",NA,"No Cars Available",2016-07-14 17:48:00,NA,"2016/07/14","Thursday","17:48",17,NA,NA,NA,"Late afternoon"
"5859",4872,"Airport",NA,"No Cars Available",2016-07-14 17:50:00,NA,"2016/07/14","Thursday","17:50",17,NA,NA,NA,"Late afternoon"
"5860",4877,"Airport",NA,"No Cars Available",2016-07-14 17:51:00,NA,"2016/07/14","Thursday","17:51",17,NA,NA,NA,"Late afternoon"
"5861",4888,"Airport",NA,"No Cars Available",2016-07-14 17:52:00,NA,"2016/07/14","Thursday","17:52",17,NA,NA,NA,"Late afternoon"
"5862",4882,"Airport",NA,"No Cars Available",2016-07-14 17:53:00,NA,"2016/07/14","Thursday","17:53",17,NA,NA,NA,"Late afternoon"
"5863",4891,"Airport",NA,"No Cars Available",2016-07-14 17:55:00,NA,"2016/07/14","Thursday","17:55",17,NA,NA,NA,"Late afternoon"
"5864",4881,"Airport",NA,"No Cars Available",2016-07-14 17:56:00,NA,"2016/07/14","Thursday","17:56",17,NA,NA,NA,"Late afternoon"
"5865",4883,"Airport",NA,"No Cars Available",2016-07-14 17:56:00,NA,"2016/07/14","Thursday","17:56",17,NA,NA,NA,"Late afternoon"
"5866",4887,"Airport",NA,"No Cars Available",2016-07-14 17:58:00,NA,"2016/07/14","Thursday","17:58",17,NA,NA,NA,"Late afternoon"
"5867",4896,"Airport",NA,"No Cars Available",2016-07-14 17:58:00,NA,"2016/07/14","Thursday","17:58",17,NA,NA,NA,"Late afternoon"
"5868",4893,"Airport",NA,"No Cars Available",2016-07-14 18:00:00,NA,"2016/07/14","Thursday","18:00",18,NA,NA,NA,"Late afternoon"
"5869",4897,"Airport",NA,"No Cars Available",2016-07-14 18:01:00,NA,"2016/07/14","Thursday","18:01",18,NA,NA,NA,"Late afternoon"
"5870",4910,"Airport",NA,"No Cars Available",2016-07-14 18:02:00,NA,"2016/07/14","Thursday","18:02",18,NA,NA,NA,"Late afternoon"
"5871",4900,"Airport",NA,"No Cars Available",2016-07-14 18:04:00,NA,"2016/07/14","Thursday","18:04",18,NA,NA,NA,"Late afternoon"
"5872",4894,"Airport",NA,"No Cars Available",2016-07-14 18:04:00,NA,"2016/07/14","Thursday","18:04",18,NA,NA,NA,"Late afternoon"
"5873",4895,"Airport",NA,"No Cars Available",2016-07-14 18:06:00,NA,"2016/07/14","Thursday","18:06",18,NA,NA,NA,"Late afternoon"
"5874",4914,"Airport",NA,"No Cars Available",2016-07-14 18:10:00,NA,"2016/07/14","Thursday","18:10",18,NA,NA,NA,"Late afternoon"
"5875",4907,"Airport",NA,"No Cars Available",2016-07-14 18:10:00,NA,"2016/07/14","Thursday","18:10",18,NA,NA,NA,"Late afternoon"
"5876",4903,"Airport",NA,"No Cars Available",2016-07-14 18:10:00,NA,"2016/07/14","Thursday","18:10",18,NA,NA,NA,"Late afternoon"
"5877",4913,"Airport",NA,"No Cars Available",2016-07-14 18:10:00,NA,"2016/07/14","Thursday","18:10",18,NA,NA,NA,"Late afternoon"
"5878",4912,"Airport",NA,"No Cars Available",2016-07-14 18:11:00,NA,"2016/07/14","Thursday","18:11",18,NA,NA,NA,"Late afternoon"
"5879",4917,"Airport",NA,"No Cars Available",2016-07-14 18:13:00,NA,"2016/07/14","Thursday","18:13",18,NA,NA,NA,"Late afternoon"
